rowId,family,status,ordinaryOrMeta,bucket,likelyOwningTask,representativeAssetOrRule,notes,sourceRcid,sourceLookupId,geometryType,tableName,ruleId,reasons
LNDMRK|Point|Paper|2277|30434,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,WNDMIL02,only remaining degraded reason is missing repository-owned harness/reference evidence,30434,2277,Point,Paper,s52_point_lndmrk_paper_rcid_30434,scene_harness_not_covered
LNDMRK|Point|Paper|2278|30435,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,WIMCON01,only remaining degraded reason is missing repository-owned harness/reference evidence,30435,2278,Point,Paper,s52_point_lndmrk_paper_rcid_30435,scene_harness_not_covered
LNDMRK|Point|Paper|2279|30436,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN01,only remaining degraded reason is missing repository-owned harness/reference evidence,30436,2279,Point,Paper,s52_point_lndmrk_paper_rcid_30436,scene_harness_not_covered
LNDMRK|Point|Paper|2280|30437,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,CAIRNS01,only remaining degraded reason is missing repository-owned harness/reference evidence,30437,2280,Point,Paper,s52_point_lndmrk_paper_rcid_30437,scene_harness_not_covered
LNDMRK|Point|Paper|2281|30438,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,CHIMNY01,only remaining degraded reason is missing repository-owned harness/reference evidence,30438,2281,Point,Paper,s52_point_lndmrk_paper_rcid_30438,scene_harness_not_covered
LNDMRK|Point|Paper|2282|30439,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,DSHAER01,only remaining degraded reason is missing repository-owned harness/reference evidence,30439,2282,Point,Paper,s52_point_lndmrk_paper_rcid_30439,scene_harness_not_covered
LNDMRK|Point|Paper|2283|30440,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,FLGSTF01,only remaining degraded reason is missing repository-owned harness/reference evidence,30440,2283,Point,Paper,s52_point_lndmrk_paper_rcid_30440,scene_harness_not_covered
LNDMRK|Point|Paper|2284|30441,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,FLASTK01,only remaining degraded reason is missing repository-owned harness/reference evidence,30441,2284,Point,Paper,s52_point_lndmrk_paper_rcid_30441,scene_harness_not_covered
LNDMRK|Point|Paper|2285|30442,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MSTCON04,only remaining degraded reason is missing repository-owned harness/reference evidence,30442,2285,Point,Paper,s52_point_lndmrk_paper_rcid_30442,scene_harness_not_covered
LNDMRK|Point|Paper|2286|30443,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,30443,2286,Point,Paper,s52_point_lndmrk_paper_rcid_30443,scene_harness_not_covered
LNDMRK|Point|Paper|2287|30444,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MONUMT02,only remaining degraded reason is missing repository-owned harness/reference evidence,30444,2287,Point,Paper,s52_point_lndmrk_paper_rcid_30444,scene_harness_not_covered
LNDMRK|Point|Paper|2288|30445,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,30445,2288,Point,Paper,s52_point_lndmrk_paper_rcid_30445,scene_harness_not_covered
LNDMRK|Point|Paper|2289|30446,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN01,only remaining degraded reason is missing repository-owned harness/reference evidence,30446,2289,Point,Paper,s52_point_lndmrk_paper_rcid_30446,scene_harness_not_covered
LNDMRK|Point|Paper|2249|93946,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,93946,2249,Point,Paper,s52_point_lndmrk_paper_rcid_93946,scene_harness_not_covered
LNDMRK|Point|Paper|2258|93962,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS05,only remaining degraded reason is missing repository-owned harness/reference evidence,93962,2258,Point,Paper,s52_point_lndmrk_paper_rcid_93962,scene_harness_not_covered
LNDMRK|Point|Paper|2248|93963,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS15,only remaining degraded reason is missing repository-owned harness/reference evidence,93963,2248,Point,Paper,s52_point_lndmrk_paper_rcid_93963,scene_harness_not_covered
LNDMRK|Point|Paper|2231|93964,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS97,only remaining degraded reason is missing repository-owned harness/reference evidence,93964,2231,Point,Paper,s52_point_lndmrk_paper_rcid_93964,scene_harness_not_covered
LNDMRK|Point|Paper|2212|93988,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS72,only remaining degraded reason is missing repository-owned harness/reference evidence,93988,2212,Point,Paper,s52_point_lndmrk_paper_rcid_93988,scene_harness_not_covered
LNDMRK|Point|Paper|2215|93989,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS73,only remaining degraded reason is missing repository-owned harness/reference evidence,93989,2215,Point,Paper,s52_point_lndmrk_paper_rcid_93989,scene_harness_not_covered
LNDMRK|Point|Paper|2221|93993,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS85,only remaining degraded reason is missing repository-owned harness/reference evidence,93993,2221,Point,Paper,s52_point_lndmrk_paper_rcid_93993,scene_harness_not_covered
LNDMRK|Point|Paper|2227|93994,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS53,only remaining degraded reason is missing repository-owned harness/reference evidence,93994,2227,Point,Paper,s52_point_lndmrk_paper_rcid_93994,scene_harness_not_covered
LNDMRK|Point|Paper|2241|93995,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS65,only remaining degraded reason is missing repository-owned harness/reference evidence,93995,2241,Point,Paper,s52_point_lndmrk_paper_rcid_93995,scene_harness_not_covered
LNDMRK|Point|Paper|2222|93997,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS67,only remaining degraded reason is missing repository-owned harness/reference evidence,93997,2222,Point,Paper,s52_point_lndmrk_paper_rcid_93997,scene_harness_not_covered
LNDMRK|Point|Paper|2234|93998,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS65,only remaining degraded reason is missing repository-owned harness/reference evidence,93998,2234,Point,Paper,s52_point_lndmrk_paper_rcid_93998,scene_harness_not_covered
LNDMRK|Point|Paper|2223|93999,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS66,only remaining degraded reason is missing repository-owned harness/reference evidence,93999,2223,Point,Paper,s52_point_lndmrk_paper_rcid_93999,scene_harness_not_covered
LNDMRK|Point|Paper|2225|94000,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS52,only remaining degraded reason is missing repository-owned harness/reference evidence,94000,2225,Point,Paper,s52_point_lndmrk_paper_rcid_94000,scene_harness_not_covered
LNDMRK|Point|Paper|2240|94001,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS62,only remaining degraded reason is missing repository-owned harness/reference evidence,94001,2240,Point,Paper,s52_point_lndmrk_paper_rcid_94001,scene_harness_not_covered
LNDMRK|Point|Paper|2211|94002,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS51,only remaining degraded reason is missing repository-owned harness/reference evidence,94002,2211,Point,Paper,s52_point_lndmrk_paper_rcid_94002,scene_harness_not_covered
LNDMRK|Point|Paper|2229|94003,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS50,only remaining degraded reason is missing repository-owned harness/reference evidence,94003,2229,Point,Paper,s52_point_lndmrk_paper_rcid_94003,scene_harness_not_covered
LNDMRK|Point|Paper|2242|94004,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS59,only remaining degraded reason is missing repository-owned harness/reference evidence,94004,2242,Point,Paper,s52_point_lndmrk_paper_rcid_94004,scene_harness_not_covered
LNDMRK|Point|Paper|2220|94005,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS98,only remaining degraded reason is missing repository-owned harness/reference evidence,94005,2220,Point,Paper,s52_point_lndmrk_paper_rcid_94005,scene_harness_not_covered
LNDMRK|Point|Paper|2224|94006,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS88,only remaining degraded reason is missing repository-owned harness/reference evidence,94006,2224,Point,Paper,s52_point_lndmrk_paper_rcid_94006,scene_harness_not_covered
LNDMRK|Point|Paper|2230|94007,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS49,only remaining degraded reason is missing repository-owned harness/reference evidence,94007,2230,Point,Paper,s52_point_lndmrk_paper_rcid_94007,scene_harness_not_covered
LNDMRK|Point|Paper|2226|94008,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS83,only remaining degraded reason is missing repository-owned harness/reference evidence,94008,2226,Point,Paper,s52_point_lndmrk_paper_rcid_94008,scene_harness_not_covered
LNDMRK|Point|Paper|2228|94009,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS96,only remaining degraded reason is missing repository-owned harness/reference evidence,94009,2228,Point,Paper,s52_point_lndmrk_paper_rcid_94009,scene_harness_not_covered
LNDMRK|Point|Paper|2217|94010,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS48,only remaining degraded reason is missing repository-owned harness/reference evidence,94010,2217,Point,Paper,s52_point_lndmrk_paper_rcid_94010,scene_harness_not_covered
LNDMRK|Point|Simplified|1136|31188,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31188,1136,Point,Simplified,s52_point_lndmrk_simplified_rcid_31188,scene_harness_not_covered
LNDMRK|Point|Simplified|1137|31189,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31189,1137,Point,Simplified,s52_point_lndmrk_simplified_rcid_31189,scene_harness_not_covered
LNDMRK|Point|Simplified|1138|31190,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31190,1138,Point,Simplified,s52_point_lndmrk_simplified_rcid_31190,scene_harness_not_covered
LNDMRK|Point|Simplified|1139|31191,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31191,1139,Point,Simplified,s52_point_lndmrk_simplified_rcid_31191,scene_harness_not_covered
LNDMRK|Point|Simplified|1140|31192,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS03,only remaining degraded reason is missing repository-owned harness/reference evidence,31192,1140,Point,Simplified,s52_point_lndmrk_simplified_rcid_31192,scene_harness_not_covered
LNDMRK|Point|Simplified|1141|31193,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31193,1141,Point,Simplified,s52_point_lndmrk_simplified_rcid_31193,scene_harness_not_covered
LNDMRK|Point|Simplified|1142|31194,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL13,only remaining degraded reason is missing repository-owned harness/reference evidence,31194,1142,Point,Simplified,s52_point_lndmrk_simplified_rcid_31194,scene_harness_not_covered
LNDMRK|Point|Simplified|1143|31195,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL15,only remaining degraded reason is missing repository-owned harness/reference evidence,31195,1143,Point,Simplified,s52_point_lndmrk_simplified_rcid_31195,scene_harness_not_covered
LNDMRK|Point|Simplified|1144|31196,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL15,only remaining degraded reason is missing repository-owned harness/reference evidence,31196,1144,Point,Simplified,s52_point_lndmrk_simplified_rcid_31196,scene_harness_not_covered
LNDMRK|Point|Simplified|1145|31197,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL01,only remaining degraded reason is missing repository-owned harness/reference evidence,31197,1145,Point,Simplified,s52_point_lndmrk_simplified_rcid_31197,scene_harness_not_covered
LNDMRK|Point|Simplified|1146|31198,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL01,only remaining degraded reason is missing repository-owned harness/reference evidence,31198,1146,Point,Simplified,s52_point_lndmrk_simplified_rcid_31198,scene_harness_not_covered
LNDMRK|Point|Simplified|1147|31199,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS01,only remaining degraded reason is missing repository-owned harness/reference evidence,31199,1147,Point,Simplified,s52_point_lndmrk_simplified_rcid_31199,scene_harness_not_covered
LNDMRK|Point|Simplified|1148|31200,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,BUIREL01,only remaining degraded reason is missing repository-owned harness/reference evidence,31200,1148,Point,Simplified,s52_point_lndmrk_simplified_rcid_31200,scene_harness_not_covered
LNDMRK|Point|Simplified|1149|31201,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MONUMT12,only remaining degraded reason is missing repository-owned harness/reference evidence,31201,1149,Point,Simplified,s52_point_lndmrk_simplified_rcid_31201,scene_harness_not_covered
LNDMRK|Point|Simplified|1150|31202,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MONUMT12,only remaining degraded reason is missing repository-owned harness/reference evidence,31202,1150,Point,Simplified,s52_point_lndmrk_simplified_rcid_31202,scene_harness_not_covered
LNDMRK|Point|Simplified|1151|31203,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MONUMT12,only remaining degraded reason is missing repository-owned harness/reference evidence,31203,1151,Point,Simplified,s52_point_lndmrk_simplified_rcid_31203,scene_harness_not_covered
LNDMRK|Point|Simplified|1152|31204,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,DOMES011,only remaining degraded reason is missing repository-owned harness/reference evidence,31204,1152,Point,Simplified,s52_point_lndmrk_simplified_rcid_31204,scene_harness_not_covered
LNDMRK|Point|Simplified|1153|31205,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,RASCAN11,only remaining degraded reason is missing repository-owned harness/reference evidence,31205,1153,Point,Simplified,s52_point_lndmrk_simplified_rcid_31205,scene_harness_not_covered
LNDMRK|Point|Simplified|1154|31206,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS03,only remaining degraded reason is missing repository-owned harness/reference evidence,31206,1154,Point,Simplified,s52_point_lndmrk_simplified_rcid_31206,scene_harness_not_covered
LNDMRK|Point|Simplified|1155|31207,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,WNDMIL12,only remaining degraded reason is missing repository-owned harness/reference evidence,31207,1155,Point,Simplified,s52_point_lndmrk_simplified_rcid_31207,scene_harness_not_covered
LNDMRK|Point|Simplified|1156|31208,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,WIMCON11,only remaining degraded reason is missing repository-owned harness/reference evidence,31208,1156,Point,Simplified,s52_point_lndmrk_simplified_rcid_31208,scene_harness_not_covered
LNDMRK|Point|Simplified|1157|31209,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,31209,1157,Point,Simplified,s52_point_lndmrk_simplified_rcid_31209,scene_harness_not_covered
LNDMRK|Point|Simplified|1158|31210,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,CAIRNS11,only remaining degraded reason is missing repository-owned harness/reference evidence,31210,1158,Point,Simplified,s52_point_lndmrk_simplified_rcid_31210,scene_harness_not_covered
LNDMRK|Point|Simplified|1159|31211,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,CHIMNY11,only remaining degraded reason is missing repository-owned harness/reference evidence,31211,1159,Point,Simplified,s52_point_lndmrk_simplified_rcid_31211,scene_harness_not_covered
LNDMRK|Point|Simplified|1160|31212,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,DSHAER11,only remaining degraded reason is missing repository-owned harness/reference evidence,31212,1160,Point,Simplified,s52_point_lndmrk_simplified_rcid_31212,scene_harness_not_covered
LNDMRK|Point|Simplified|1161|31213,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,FLGSTF01,only remaining degraded reason is missing repository-owned harness/reference evidence,31213,1161,Point,Simplified,s52_point_lndmrk_simplified_rcid_31213,scene_harness_not_covered
LNDMRK|Point|Simplified|1162|31214,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,FLASTK11,only remaining degraded reason is missing repository-owned harness/reference evidence,31214,1162,Point,Simplified,s52_point_lndmrk_simplified_rcid_31214,scene_harness_not_covered
LNDMRK|Point|Simplified|1163|31215,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MSTCON14,only remaining degraded reason is missing repository-owned harness/reference evidence,31215,1163,Point,Simplified,s52_point_lndmrk_simplified_rcid_31215,scene_harness_not_covered
LNDMRK|Point|Simplified|1164|31216,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,31216,1164,Point,Simplified,s52_point_lndmrk_simplified_rcid_31216,scene_harness_not_covered
LNDMRK|Point|Simplified|1165|31217,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MONUMT12,only remaining degraded reason is missing repository-owned harness/reference evidence,31217,1165,Point,Simplified,s52_point_lndmrk_simplified_rcid_31217,scene_harness_not_covered
LNDMRK|Point|Simplified|1166|31218,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,DOMES001,only remaining degraded reason is missing repository-owned harness/reference evidence,31218,1166,Point,Simplified,s52_point_lndmrk_simplified_rcid_31218,scene_harness_not_covered
LNDMRK|Point|Simplified|1167|31219,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,RASCAN01,only remaining degraded reason is missing repository-owned harness/reference evidence,31219,1167,Point,Simplified,s52_point_lndmrk_simplified_rcid_31219,scene_harness_not_covered
LNDMRK|Point|Simplified|1168|31220,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOWERS01,only remaining degraded reason is missing repository-owned harness/reference evidence,31220,1168,Point,Simplified,s52_point_lndmrk_simplified_rcid_31220,scene_harness_not_covered
LNDMRK|Point|Simplified|1169|31221,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,CHIMNY01,only remaining degraded reason is missing repository-owned harness/reference evidence,31221,1169,Point,Simplified,s52_point_lndmrk_simplified_rcid_31221,scene_harness_not_covered
LNDMRK|Point|Simplified|1170|31222,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,FLASTK01,only remaining degraded reason is missing repository-owned harness/reference evidence,31222,1170,Point,Simplified,s52_point_lndmrk_simplified_rcid_31222,scene_harness_not_covered
LNDMRK|Point|Simplified|1171|31223,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MSTCON04,only remaining degraded reason is missing repository-owned harness/reference evidence,31223,1171,Point,Simplified,s52_point_lndmrk_simplified_rcid_31223,scene_harness_not_covered
LNDMRK|Point|Simplified|1172|31224,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN03,only remaining degraded reason is missing repository-owned harness/reference evidence,31224,1172,Point,Simplified,s52_point_lndmrk_simplified_rcid_31224,scene_harness_not_covered
LNDMRK|Point|Simplified|1173|31225,LNDMRK,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN01,only remaining degraded reason is missing repository-owned harness/reference evidence,31225,1173,Point,Simplified,s52_point_lndmrk_simplified_rcid_31225,scene_harness_not_covered
LNDRGN|Area|Plain|89|32125,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MARSHES1,only remaining degraded reason is missing repository-owned harness/reference evidence,32125,89,Area,Plain,s52_area_lndrgn_plain_rcid_32125,scene_harness_not_covered
LNDRGN|Area|Plain|90|32126,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MARSHES1,only remaining degraded reason is missing repository-owned harness/reference evidence,32126,90,Area,Plain,s52_area_lndrgn_plain_rcid_32126,scene_harness_not_covered
LNDRGN|Area|Plain|91|32127,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TEXT01,only remaining degraded reason is missing repository-owned harness/reference evidence,32127,91,Area,Plain,s52_area_lndrgn_plain_rcid_32127,scene_harness_not_covered
LNDRGN|Area|Symbolized|429|32464,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MARSHES1,only remaining degraded reason is missing repository-owned harness/reference evidence,32464,429,Area,Symbolized,s52_area_lndrgn_symbolized_rcid_32464,scene_harness_not_covered
LNDRGN|Area|Symbolized|430|32465,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MARSHES1,only remaining degraded reason is missing repository-owned harness/reference evidence,32465,430,Area,Symbolized,s52_area_lndrgn_symbolized_rcid_32465,scene_harness_not_covered
LNDRGN|Area|Symbolized|431|32466,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TEXT01,only remaining degraded reason is missing repository-owned harness/reference evidence,32466,431,Area,Symbolized,s52_area_lndrgn_symbolized_rcid_32466,scene_harness_not_covered
LNDRGN|Point|Paper|2290|30447,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN04,only remaining degraded reason is missing repository-owned harness/reference evidence,30447,2290,Point,Paper,s52_point_lndrgn_paper_rcid_30447,scene_harness_not_covered
LNDRGN|Point|Simplified|1174|31226,LNDRGN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,POSGEN04,only remaining degraded reason is missing repository-owned harness/reference evidence,31226,1174,Point,Simplified,s52_point_lndrgn_simplified_rcid_31226,scene_harness_not_covered
LOCMAG|Area|Plain|92|32128,LOCMAG,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LOCMAG51,only remaining degraded reason is missing repository-owned harness/reference evidence,32128,92,Area,Plain,s52_area_locmag_plain_rcid_32128,scene_harness_not_covered
LOCMAG|Area|Symbolized|432|32467,LOCMAG,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LOCMAG51,only remaining degraded reason is missing repository-owned harness/reference evidence,32467,432,Area,Symbolized,s52_area_locmag_symbolized_rcid_32467,scene_harness_not_covered
LOCMAG|Line|Lines|764|31840,LOCMAG,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LOCMAG01,only remaining degraded reason is missing repository-owned harness/reference evidence,31840,764,Line,Lines,s52_line_locmag_lines_rcid_31840,scene_harness_not_covered
LOCMAG|Point|Paper|2291|30448,LOCMAG,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LOCMAG01,only remaining degraded reason is missing repository-owned harness/reference evidence,30448,2291,Point,Paper,s52_point_locmag_paper_rcid_30448,scene_harness_not_covered
LOCMAG|Point|Simplified|1175|31227,LOCMAG,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LOCMAG01,only remaining degraded reason is missing repository-owned harness/reference evidence,31227,1175,Point,Simplified,s52_point_locmag_simplified_rcid_31227,scene_harness_not_covered
LOGPON|Area|Plain|93|32129,LOGPON,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LS_DASH_1_CHBLK,only remaining degraded reason is missing repository-owned harness/reference evidence,32129,93,Area,Plain,s52_area_logpon_plain_rcid_32129,scene_harness_not_covered
LOGPON|Area|Symbolized|433|32468,LOGPON,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LS_DASH_1_CHBLK,only remaining degraded reason is missing repository-owned harness/reference evidence,32468,433,Area,Symbolized,s52_area_logpon_symbolized_rcid_32468,scene_harness_not_covered
LOGPON|Point|Paper|2292|30449,LOGPON,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,s52_point_logpon_paper_rcid_30449,only remaining degraded reason is missing repository-owned harness/reference evidence,30449,2292,Point,Paper,s52_point_logpon_paper_rcid_30449,scene_harness_not_covered
LOGPON|Point|Simplified|1176|31228,LOGPON,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,s52_point_logpon_simplified_rcid_31228,only remaining degraded reason is missing repository-owned harness/reference evidence,31228,1176,Point,Simplified,s52_point_logpon_simplified_rcid_31228,scene_harness_not_covered
LOKBSN|Area|Plain|94|32130,LOKBSN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LS_SOLD_1_CHBLK,only remaining degraded reason is missing repository-owned harness/reference evidence,32130,94,Area,Plain,s52_area_lokbsn_plain_rcid_32130,scene_harness_not_covered
LOKBSN|Area|Symbolized|434|32469,LOKBSN,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,LS_SOLD_1_CHBLK,only remaining degraded reason is missing repository-owned harness/reference evidence,32469,434,Area,Symbolized,s52_area_lokbsn_symbolized_rcid_32469,scene_harness_not_covered
MAGVAR|Area|Plain|95|32131,MAGVAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MAGVAR51,only remaining degraded reason is missing repository-owned harness/reference evidence,32131,95,Area,Plain,s52_area_magvar_plain_rcid_32131,scene_harness_not_covered
MAGVAR|Area|Symbolized|435|32470,MAGVAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MAGVAR51,only remaining degraded reason is missing repository-owned harness/reference evidence,32470,435,Area,Symbolized,s52_area_magvar_symbolized_rcid_32470,scene_harness_not_covered
MAGVAR|Line|Lines|765|31841,MAGVAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MAGVAR51,only remaining degraded reason is missing repository-owned harness/reference evidence,31841,765,Line,Lines,s52_line_magvar_lines_rcid_31841,scene_harness_not_covered
MAGVAR|Point|Paper|2293|30450,MAGVAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,MAGVAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,30450,2293,Point,Paper,s52_point_magvar_paper_rcid_30450,scene_harness_not_covered
